Blocks,Total,Func,Module
0,8,"AllocDer","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,20,"AllocKey","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,4,"AlreadySigner","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,9,"AlreadySigner.part.0","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,3,"AltNameNew","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,40,"Base64_Decode","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,1,"Base64_Encode","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,1,"Base64_EncodeEsc","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,1,"Base64_Encode_NoNl","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,23,"Base64_SkipNewline","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,29,"BuildCertHashes","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,30,"BuildFinished","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,101,"BuildMessage","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,5,"BuildTlsFinished","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
