Blocks,Total,Func,Module
0,17,"memjrnlRead","Enclave/sqlite3.o"
0,1,"memjrnlSync","Enclave/sqlite3.o"
0,6,"memjrnlTruncate","Enclave/sqlite3.o"
0,26,"memjrnlWrite","Enclave/sqlite3.o"
0,1,"memmove",""
0,10,"minMaxFinalize","Enclave/sqlite3.o"
0,8,"minmaxFunc","Enclave/sqlite3.o"
0,17,"minmaxStep","Enclave/sqlite3.o"
0,3,"mkdir","Enclave/ocall_interface.o"
0,3,"mmap64","Enclave/ocall_interface.o"
0,13,"mmap_resize",""
0,3,"moveToChild","Enclave/sqlite3.o"
0,5,"moveToLeftmost","Enclave/sqlite3.o"
0,1,"moveToParent","Enclave/sqlite3.o"
0,5,"moveToRightmost","Enclave/sqlite3.o"
0,24,"moveToRoot","Enclave/sqlite3.o"
0,3,"mremap","Enclave/ocall_interface.o"
0,1,"msync",""
0,6,"msync_validate",""
0,233,"multiSelect","Enclave/sqlite3.o"
0,6,"multiSelectCollSeq.isra.0","Enclave/sqlite3.o"
0,11,"multiSelectOrderByKeyInfo.constprop.0","Enclave/sqlite3.o"
0,3,"munmap","Enclave/ocall_interface.o"
0,3,"newDatabase.part.0","Enclave/sqlite3.o"
0,8,"nocaseCollatingFunc","Enclave/sqlite3.o"
0,1,"nolockCheckReservedLock","Enclave/sqlite3.o"
0,1,"nolockClose","Enclave/sqlite3.o"
0,1,"nolockIoFinderImpl","Enclave/sqlite3.o"
0,1,"nolockLock","Enclave/sqlite3.o"
0,1,"nolockUnlock","Enclave/sqlite3.o"
0,5,"notValid.isra.0","Enclave/sqlite3.o"
0,3,"nullifFunc","Enclave/sqlite3.o"
0,6,"ocall_close","Enclave/Enclave_t.o"
0,14,"ocall_fcntl","Enclave/Enclave_t.o"
0,15,"ocall_fstat","Enclave/Enclave_t.o"
0,6,"ocall_fsync","Enclave/Enclave_t.o"
0,6,"ocall_ftruncate","Enclave/Enclave_t.o"
0,16,"ocall_getcwd","Enclave/Enclave_t.o"
0,12,"ocall_getenv","Enclave/Enclave_t.o"
0,6,"ocall_getpid","Enclave/Enclave_t.o"
0,6,"ocall_getuid","Enclave/Enclave_t.o"
0,7,"ocall_lseek64","Enclave/Enclave_t.o"
0,12,"ocall_open64","Enclave/Enclave_t.o"
0,9,"ocall_print_error","Enclave/Enclave_t.o"
0,16,"ocall_read","Enclave/Enclave_t.o"
0,27,"ocall_stat","Enclave/Enclave_t.o"
0,12,"ocall_unlink","Enclave/Enclave_t.o"
0,14,"ocall_write","Enclave/Enclave_t.o"
0,8,"open64","Enclave/ocall_interface.o"
0,15,"openDirectory","Enclave/sqlite3.o"
0,17,"openStatTable","Enclave/sqlite3.o"
0,1,"open_pipe",""
0,1,"operator==",""
0,1,"operator_delete",""
0,6,"operator_new",""
0,3,"out2PrereleaseWithClear","Enclave/sqlite3.o"
0,18,"pageFindSlot","Enclave/sqlite3.o"
0,15,"pageFreeArray.isra.0","Enclave/sqlite3.o"
0,16,"pageInsertArray","Enclave/sqlite3.o"
0,4,"pageReinit","Enclave/sqlite3.o"
0,10,"pagerAddPageToRollbackJournal","Enclave/sqlite3.o"
0,7,"pagerExclusiveLock.part.0","Enclave/sqlite3.o"
0,6,"pagerFixMaplimit.part.0","Enclave/sqlite3.o"
0,8,"pagerFlushOnCommit.part.0","Enclave/sqlite3.o"
0,7,"pagerLockDb.part.0","Enclave/sqlite3.o"
0,13,"pagerOpenSavepoint","Enclave/sqlite3.o"
0,24,"pagerOpenWal","Enclave/sqlite3.o"
0,15,"pagerPagecount","Enclave/sqlite3.o"
0,20,"pagerStress","Enclave/sqlite3.o"
0,5,"pagerSyncHotJournal","Enclave/sqlite3.o"
0,13,"pagerUndoCallback","Enclave/sqlite3.o"
0,10,"pagerUnlockAndRollback","Enclave/sqlite3.o"
0,118,"pagerWalFrames","Enclave/sqlite3.o"
0,28,"pagerWriteLargeSector.isra.0","Enclave/sqlite3.o"
0,85,"pager_end_transaction","Enclave/sqlite3.o"
0,5,"pager_error.part.0","Enclave/sqlite3.o"
0,72,"pager_playback","Enclave/sqlite3.o"
0,52,"pager_playback_one_page","Enclave/sqlite3.o"
0,14,"pager_truncate","Enclave/sqlite3.o"
0,30,"pager_unlock","Enclave/sqlite3.o"
0,8,"pager_wait_on_lock","Enclave/sqlite3.o"
0,39,"pager_write","Enclave/sqlite3.o"
0,27,"pager_write_pagelist","Enclave/sqlite3.o"
0,32,"parseHhMmSs","Enclave/sqlite3.o"
0,75,"parse_cie",""
0,1,"parse_dynamic",""
0,6,"parse_fde",""
0,5,"parse_lsda",""
0,7,"parserAddExprIdListTerm","Enclave/sqlite3.o"
0,9,"parserDoubleLinkSelect.part.0","Enclave/sqlite3.o"
0,88,"patternCompare","Enclave/sqlite3.o"
0,3,"pcache1Destroy","Enclave/sqlite3.o"
0,10,"pcache1Fetch","Enclave/sqlite3.o"
0,55,"pcache1FetchStage2","Enclave/sqlite3.o"
0,6,"pcache1FreePage","Enclave/sqlite3.o"
0,1,"pcache1Pagecount","Enclave/sqlite3.o"
0,7,"pcache1Rekey","Enclave/sqlite3.o"
0,7,"pcache1RemoveFromHash","Enclave/sqlite3.o"
0,3,"pcache1Shrink","Enclave/sqlite3.o"
0,1,"pcache1Shutdown","Enclave/sqlite3.o"
0,3,"pcache1Truncate","Enclave/sqlite3.o"
0,13,"pcache1TruncateUnsafe","Enclave/sqlite3.o"
0,4,"pcache1Unpin","Enclave/sqlite3.o"
0,1,"pcacheFetchFinishWithInit","Enclave/sqlite3.o"
0,19,"pcacheManageDirtyList","Enclave/sqlite3.o"
0,45,"pcacheSortDirtyList","Enclave/sqlite3.o"
0,1,"pcl_entry",""
0,1,"pop_rstate_stack",""
0,1,"posixIoFinderImpl","Enclave/sqlite3.o"
0,1,"posixOpen","Enclave/sqlite3.o"
0,22,"posixUnlock.isra.0","Enclave/sqlite3.o"
0,11,"pragmaLocate","Enclave/sqlite3.o"
0,15,"pragmaVtabBestIndex","Enclave/sqlite3.o"
0,1,"pragmaVtabClose","Enclave/sqlite3.o"
0,3,"pragmaVtabColumn","Enclave/sqlite3.o"
0,18,"pragmaVtabConnect","Enclave/sqlite3.o"
0,1,"pragmaVtabCursorClear","Enclave/sqlite3.o"
0,1,"pragmaVtabDisconnect","Enclave/sqlite3.o"
0,1,"pragmaVtabEof","Enclave/sqlite3.o"
0,17,"pragmaVtabFilter","Enclave/sqlite3.o"
0,3,"pragmaVtabNext","Enclave/sqlite3.o"
0,4,"pragmaVtabOpen","Enclave/sqlite3.o"
0,1,"pragmaVtabRowid","Enclave/sqlite3.o"
0,112,"prepend_alloc",""
0,6,"printfFunc","Enclave/sqlite3.o"
0,13,"ptrmapGet","Enclave/sqlite3.o"
0,19,"ptrmapPut","Enclave/sqlite3.o"
0,5,"ptrmapPutOvflPtr.part.0","Enclave/sqlite3.o"
0,1,"pushCleanupException",""
0,17,"pushDownWhereTerms","Enclave/sqlite3.o"
0,35,"pushOntoSorter.isra.0","Enclave/sqlite3.o"
0,4,"push_rstate_stack",""
0,11,"putVarint64","Enclave/sqlite3.o"
0,7,"put_rs_cache",""
0,7,"put_unwind_info",""
0,14,"querySharedCacheTableLock","Enclave/sqlite3.o"
0,34,"quoteFunc","Enclave/sqlite3.o"
0,3,"randomBlob","Enclave/sqlite3.o"
0,8,"randomFunc","Enclave/sqlite3.o"
0,5,"read","Enclave/ocall_interface.o"
0,11,"readDbPage","Enclave/sqlite3.o"
0,27,"readJournalHdr","Enclave/sqlite3.o"
0,16,"readMasterJournal","Enclave/sqlite3.o"
0,6,"read_leb128",""
0,25,"read_operand",""
0,6,"read_regnum",""
0,5,"read_sleb128",""
0,3,"read_uleb128",""
0,14,"read_value",""
0,4,"read_value_with_encoding",""
0,3,"readlink","Enclave/ocall_interface.o"
0,4,"realExceptionFromException",""
0,10,"rebuildPage","Enclave/sqlite3.o"
0,7,"reindexDatabases","Enclave/sqlite3.o"
0,18,"reindexTable.isra.0","Enclave/sqlite3.o"
0,9,"releaseAllSavepoints","Enclave/sqlite3.o"
0,5,"releaseException",""
0,12,"releaseMemArray.part.0","Enclave/sqlite3.o"
0,4,"release_unused_segments",""
0,15,"reloadTableSchema","Enclave/sqlite3.o"
0,66,"relocatePage","Enclave/sqlite3.o"
0,32,"relocate_enclave",""
0,1,"remote_find_proc_info",""
0,26,"renameParentFunc","Enclave/sqlite3.o"
0,12,"renameTableFunc","Enclave/sqlite3.o"
0,17,"renameTriggerFunc","Enclave/sqlite3.o"
0,3,"renderLogMsg","Enclave/sqlite3.o"
0,1,"rep_from_data",""
0,23,"replaceFunc","Enclave/sqlite3.o"
0,13,"report_failure",""
0,11,"resetAccumulator","Enclave/sqlite3.o"
0,3,"resizeIndexObject.part.0","Enclave/sqlite3.o"
0,14,"resolveAlias","Enclave/sqlite3.o"
0,10,"resolveAsName.isra.0.part.0","Enclave/sqlite3.o"
0,283,"resolveExprStep","Enclave/sqlite3.o"
0,37,"resolveOrderGroupBy","Enclave/sqlite3.o"
0,22,"resolveP2Values","Enclave/sqlite3.o"
0,139,"resolveSelectStep","Enclave/sqlite3.o"
0,15,"resolve_indirect_value",""
0,1,"returnSingleInt","Enclave/sqlite3.o"
0,1,"returnSingleText.part.0","Enclave/sqlite3.o"
0,3,"rmdir","Enclave/ocall_interface.o"
0,3,"robustFchown","Enclave/sqlite3.o"
0,3,"robust_close.part.0","Enclave/sqlite3.o"
0,4,"robust_ftruncate","Enclave/sqlite3.o"
0,14,"robust_open","Enclave/sqlite3.o"
0,21,"roundFunc","Enclave/sqlite3.o"
0,7,"roundup",""
0,6,"rowSetEntryAlloc","Enclave/sqlite3.o"
0,40,"rowSetEntrySort","Enclave/sqlite3.o"
0,6,"rowSetListToTree","Enclave/sqlite3.o"
0,7,"rowSetNDeepTree","Enclave/sqlite3.o"
0,8,"rowSetTreeToList","Enclave/sqlite3.o"
0,10,"rs_lookup",""
0,7,"rs_new",""
0,11,"rsrv_mem_init",""
0,102,"run_cfi_program",""
0,10,"saveAllCursors.isra.0","Enclave/sqlite3.o"
0,5,"saveCursorKey.part.0","Enclave/sqlite3.o"
0,8,"saveCursorPosition","Enclave/sqlite3.o"
0,10,"saveCursorsOnList","Enclave/sqlite3.o"
0,3,"saveLandingPad",""
0,7,"seekAndWriteFd","Enclave/sqlite3.o"
0,8,"selectAddSubqueryTypeInfo","Enclave/sqlite3.o"
0,197,"selectExpander","Enclave/sqlite3.o"
0,130,"selectInnerLoop","Enclave/sqlite3.o"
0,1,"selectNodeIsConstant","Enclave/sqlite3.o"
0,6,"selectPopWith","Enclave/sqlite3.o"
0,6,"serialGet","Enclave/sqlite3.o"
0,6,"setAllPagerFlags.part.0","Enclave/sqlite3.o"
0,17,"setChildPtrmaps","Enclave/sqlite3.o"
0,7,"setDateTimeToCurrent.isra.0","Enclave/sqlite3.o"
0,11,"setJoinExpr","Enclave/sqlite3.o"
0,3,"setLikeOptFlag","Enclave/sqlite3.o"
0,8,"setPragmaResultColumnNames","Enclave/sqlite3.o"
0,3,"setResultStrOrError","Enclave/sqlite3.o"
0,1,"setResultStrOrError.part.0","Enclave/sqlite3.o"
0,23,"set_global_feature_indicator",""
0,1,"set_reg",""
0,3,"setjmp",""
0,11,"setup_fde",""
0,10,"sgx_accept_forward",""
0,13,"sgx_accept_forward_within_exception",""
0,25,"sgx_create_report",""
0,5,"sgx_fstat","Enclave/ocall_interface.o"
0,5,"sgx_ftruncate","Enclave/ocall_interface.o"
0,1,"sgx_init_crypto_lib",""
0,1,"sgx_init_string_lib",""
0,5,"sgx_self_report",""
0,1,"sgx_spin_unlock",""
0,5,"sgx_stat","Enclave/ocall_interface.o"
0,3,"sleep","Enclave/ocall_interface.o"
0,12,"snprintf",""
0,1,"sourceidFunc","Enclave/sqlite3.o"
0,7,"spanExpr.isra.0","Enclave/sqlite3.o"
0,5,"spin_acquire_lock",""
0,9,"sqlite3AddCheckConstraint","Enclave/sqlite3.o"
0,13,"sqlite3AddDefaultValue","Enclave/sqlite3.o"
0,51,"sqlite3AddPrimaryKey","Enclave/sqlite3.o"
0,1,"sqlite3AddPrimaryKey.cold","Enclave/sqlite3.o"
0,40,"sqlite3AffinityType","Enclave/sqlite3.o"
0,3,"sqlite3AllocateIndexObject","Enclave/sqlite3.o"
0,24,"sqlite3AnalysisLoad","Enclave/sqlite3.o"
0,28,"sqlite3Analyze","Enclave/sqlite3.o"
0,9,"sqlite3AppendChar","Enclave/sqlite3.o"
0,10,"sqlite3ArrayAllocate","Enclave/sqlite3.o"
0,108,"sqlite3AtoF","Enclave/sqlite3.o"
0,52,"sqlite3Atoi64","Enclave/sqlite3.o"
0,8,"sqlite3AuthCheck","Enclave/sqlite3.o"
0,10,"sqlite3AuthReadCol","Enclave/sqlite3.o"
0,1,"sqlite3BeginWriteOperation","Enclave/sqlite3.o"
0,7,"sqlite3BinaryCompareCollSeq","Enclave/sqlite3.o"
0,16,"sqlite3BitvecClear","Enclave/sqlite3.o"
0,6,"sqlite3BitvecDestroy","Enclave/sqlite3.o"
0,26,"sqlite3BitvecSet","Enclave/sqlite3.o"
0,1,"sqlite3BitvecTest.part.0","Enclave/sqlite3.o"
0,13,"sqlite3BitvecTestNotNull","Enclave/sqlite3.o"
0,18,"sqlite3BlobCompare","Enclave/sqlite3.o"
0,140,"sqlite3BtreeBeginTrans","Enclave/sqlite3.o"
0,5,"sqlite3BtreeClearTable","Enclave/sqlite3.o"
0,27,"sqlite3BtreeClose","Enclave/sqlite3.o"
0,16,"sqlite3BtreeCloseCursor","Enclave/sqlite3.o"
0,5,"sqlite3BtreeCommit","Enclave/sqlite3.o"
0,34,"sqlite3BtreeCommitPhaseOne.part.0","Enclave/sqlite3.o"
0,16,"sqlite3BtreeCommitPhaseTwo","Enclave/sqlite3.o"
0,43,"sqlite3BtreeDelete","Enclave/sqlite3.o"
0,5,"sqlite3BtreeFirst","Enclave/sqlite3.o"
0,91,"sqlite3BtreeInsert","Enclave/sqlite3.o"
0,9,"sqlite3BtreeLast","Enclave/sqlite3.o"
0,74,"sqlite3BtreeMovetoUnpacked","Enclave/sqlite3.o"
0,7,"sqlite3BtreeNext","Enclave/sqlite3.o"
0,3,"sqlite3BtreePayloadChecked","Enclave/sqlite3.o"
0,5,"sqlite3BtreePrevious","Enclave/sqlite3.o"
0,11,"sqlite3BtreePutData","Enclave/sqlite3.o"
0,13,"sqlite3BtreeRollback","Enclave/sqlite3.o"
0,14,"sqlite3BtreeSavepoint.part.0","Enclave/sqlite3.o"
0,3,"sqlite3BtreeSetCacheSize","Enclave/sqlite3.o"
0,11,"sqlite3BtreeSetPageSize","Enclave/sqlite3.o"
0,8,"sqlite3BtreeSetSpillSize","Enclave/sqlite3.o"
0,7,"sqlite3BtreeSetVersion","Enclave/sqlite3.o"
0,16,"sqlite3BtreeTripAllCursors","Enclave/sqlite3.o"
0,4,"sqlite3BtreeUpdateMeta","Enclave/sqlite3.o"
0,1,"sqlite3ChangeCookie.isra.0","Enclave/sqlite3.o"
0,9,"sqlite3CheckObjectName","Enclave/sqlite3.o"
0,27,"sqlite3Checkpoint","Enclave/sqlite3.o"
0,7,"sqlite3ClearStatTables","Enclave/sqlite3.o"
0,41,"sqlite3Close","Enclave/sqlite3.o"
0,11,"sqlite3CodeRowTrigger","Enclave/sqlite3.o"
0,8,"sqlite3CodeRowTriggerDirect","Enclave/sqlite3.o"
0,77,"sqlite3CodeSubselect","Enclave/sqlite3.o"
0,11,"sqlite3CodeVerifyNamedSchema","Enclave/sqlite3.o"
0,4,"sqlite3CodeVerifySchema","Enclave/sqlite3.o"
0,15,"sqlite3CollapseDatabaseArray","Enclave/sqlite3.o"
0,1,"sqlite3ColumnType.isra.0.part.0","Enclave/sqlite3.o"
0,58,"sqlite3ColumnsFromExprList.isra.0","Enclave/sqlite3.o"
0,7,"sqlite3CompareAffinity","Enclave/sqlite3.o"
0,31,"sqlite3CompleteInsertion","Enclave/sqlite3.o"
0,6,"sqlite3CreateColumnExpr","Enclave/sqlite3.o"
0,59,"sqlite3CreateForeignKey","Enclave/sqlite3.o"
0,224,"sqlite3CreateIndex","Enclave/sqlite3.o"
0,1,"sqlite3CreateIndex.cold","Enclave/sqlite3.o"
0,7,"sqlite3DbFreeNN","Enclave/sqlite3.o"
0,6,"sqlite3DbNameToBtree","Enclave/sqlite3.o"
0,7,"sqlite3DbRealloc","Enclave/sqlite3.o"
0,4,"sqlite3DbReallocOrFree","Enclave/sqlite3.o"
0,5,"sqlite3DbStrDup","Enclave/sqlite3.o"
0,5,"sqlite3DbStrNDup","Enclave/sqlite3.o"
0,14,"sqlite3DecOrHexToI64","Enclave/sqlite3.o"
0,20,"sqlite3DefaultRowEst","Enclave/sqlite3.o"
0,13,"sqlite3DeleteColumnNames.isra.0","Enclave/sqlite3.o"
0,143,"sqlite3DeleteFrom","Enclave/sqlite3.o"
0,1,"sqlite3DeleteFrom.cold","Enclave/sqlite3.o"
0,6,"sqlite3DeleteTable","Enclave/sqlite3.o"
0,9,"sqlite3DeleteTrigger.part.0","Enclave/sqlite3.o"
0,13,"sqlite3DeleteTriggerStep","Enclave/sqlite3.o"
0,10,"sqlite3Dequote","Enclave/sqlite3.o"
0,102,"sqlite3DropTable","Enclave/sqlite3.o"
0,1,"sqlite3DropTable.cold","Enclave/sqlite3.o"
0,16,"sqlite3DropTriggerPtr","Enclave/sqlite3.o"
0,1,"sqlite3DropTriggerPtr.cold","Enclave/sqlite3.o"
0,180,"sqlite3EndTable","Enclave/sqlite3.o"
0,3,"sqlite3ErrStr.part.0","Enclave/sqlite3.o"
0,8,"sqlite3ErrorFinish","Enclave/sqlite3.o"
0,11,"sqlite3ErrorMsg","Enclave/sqlite3.o"
0,20,"sqlite3ErrorWithMsg","Enclave/sqlite3.o"
0,5,"sqlite3Expr","Enclave/sqlite3.o"
0,8,"sqlite3ExprAddCollateString","Enclave/sqlite3.o"
0,22,"sqlite3ExprAffinity","Enclave/sqlite3.o"
0,1,"sqlite3ExprAffinity.cold","Enclave/sqlite3.o"
0,25,"sqlite3ExprAlloc","Enclave/sqlite3.o"
0,6,"sqlite3ExprAnalyzeAggList","Enclave/sqlite3.o"
0,5,"sqlite3ExprAnalyzeAggregates","Enclave/sqlite3.o"
0,8,"sqlite3ExprAnd","Enclave/sqlite3.o"
0,11,"sqlite3ExprAttachSubtrees","Enclave/sqlite3.o"
0,11,"sqlite3ExprCachePop","Enclave/sqlite3.o"
0,12,"sqlite3ExprCacheRemove","Enclave/sqlite3.o"
0,8,"sqlite3ExprCacheStore.part.0","Enclave/sqlite3.o"
0,1,"sqlite3ExprCanBeNull","Enclave/sqlite3.o"
0,14,"sqlite3ExprCheckIN","Enclave/sqlite3.o"
0,7,"sqlite3ExprCode","Enclave/sqlite3.o"
0,19,"sqlite3ExprCodeAtInit","Enclave/sqlite3.o"
0,8,"sqlite3ExprCodeCopy","Enclave/sqlite3.o"
0,23,"sqlite3ExprCodeExprList","Enclave/sqlite3.o"
0,4,"sqlite3ExprCodeFactorable","Enclave/sqlite3.o"
0,17,"sqlite3ExprCodeGetColumn","Enclave/sqlite3.o"
0,34,"sqlite3ExprCodeGetColumnOfTable","Enclave/sqlite3.o"
0,1,"sqlite3ExprCodeGetColumnOfTable.cold","Enclave/sqlite3.o"
0,3,"sqlite3ExprCodeGetColumnToReg","Enclave/sqlite3.o"
0,99,"sqlite3ExprCodeIN","Enclave/sqlite3.o"
0,1,"sqlite3ExprCodeMove","Enclave/sqlite3.o"
0,201,"sqlite3ExprCodeTarget","Enclave/sqlite3.o"
0,18,"sqlite3ExprCodeTemp","Enclave/sqlite3.o"
0,36,"sqlite3ExprCollSeq","Enclave/sqlite3.o"
0,4,"sqlite3ExprCompare","Enclave/sqlite3.o"
0,33,"sqlite3ExprCompare.part.0","Enclave/sqlite3.o"
0,16,"sqlite3ExprCompareSkip","Enclave/sqlite3.o"
0,5,"sqlite3ExprCoveredByIndex","Enclave/sqlite3.o"
0,3,"sqlite3ExprDelete","Enclave/sqlite3.o"
0,14,"sqlite3ExprDeleteNN","Enclave/sqlite3.o"
0,8,"sqlite3ExprForVectorField","Enclave/sqlite3.o"
0,6,"sqlite3ExprFunction","Enclave/sqlite3.o"
0,37,"sqlite3ExprIfFalse","Enclave/sqlite3.o"
0,8,"sqlite3ExprIfFalseDup.constprop.0","Enclave/sqlite3.o"
0,37,"sqlite3ExprIfTrue","Enclave/sqlite3.o"
0,24,"sqlite3ExprImpliesExpr","Enclave/sqlite3.o"
0,12,"sqlite3ExprIsInteger","Enclave/sqlite3.o"
0,14,"sqlite3ExprListAppend.isra.0","Enclave/sqlite3.o"
0,30,"sqlite3ExprListAppendVector","Enclave/sqlite3.o"
0,17,"sqlite3ExprListCompare","Enclave/sqlite3.o"
0,3,"sqlite3ExprListDelete","Enclave/sqlite3.o"
0,14,"sqlite3ExprListDup","Enclave/sqlite3.o"
0,3,"sqlite3ExprListSetName.isra.0.part.0","Enclave/sqlite3.o"
0,1,"sqlite3ExprNeedsNoAffinityChange.part.0","Enclave/sqlite3.o"
0,3,"sqlite3ExprSetHeightAndFlags.part.0","Enclave/sqlite3.o"
0,1,"sqlite3ExprWalkNoop","Enclave/sqlite3.o"
0,3,"sqlite3FindDb","Enclave/sqlite3.o"
0,11,"sqlite3FindDbName","Enclave/sqlite3.o"
0,112,"sqlite3FindInIndex","Enclave/sqlite3.o"
0,14,"sqlite3FindIndex","Enclave/sqlite3.o"
0,24,"sqlite3FindTable","Enclave/sqlite3.o"
0,16,"sqlite3FixExpr","Enclave/sqlite3.o"
0,8,"sqlite3FixExprList","Enclave/sqlite3.o"
0,14,"sqlite3FixSelect","Enclave/sqlite3.o"
0,18,"sqlite3FixSrcList","Enclave/sqlite3.o"
0,92,"sqlite3FkActions.part.0","Enclave/sqlite3.o"
0,91,"sqlite3FkCheck","Enclave/sqlite3.o"
0,54,"sqlite3FkLocateIndex","Enclave/sqlite3.o"
0,19,"sqlite3FkOldmask.part.0","Enclave/sqlite3.o"
0,31,"sqlite3FkRequired.isra.0","Enclave/sqlite3.o"
0,190,"sqlite3GenerateConstraintChecks","Enclave/sqlite3.o"
0,1,"sqlite3GenerateConstraintChecks.cold","Enclave/sqlite3.o"
0,31,"sqlite3GenerateIndexKey","Enclave/sqlite3.o"
0,35,"sqlite3GenerateRowDelete","Enclave/sqlite3.o"
0,20,"sqlite3GenerateRowIndexDelete","Enclave/sqlite3.o"
0,32,"sqlite3GetCollSeq","Enclave/sqlite3.o"
0,1,"sqlite3GetCollSeq.cold","Enclave/sqlite3.o"
0,33,"sqlite3GetInt32","Enclave/sqlite3.o"
0,8,"sqlite3GetTempRange","Enclave/sqlite3.o"
0,162,"sqlite3GetToken","Enclave/sqlite3.o"
0,17,"sqlite3GetVarint","Enclave/sqlite3.o"
0,8,"sqlite3GetVarint32","Enclave/sqlite3.o"
0,7,"sqlite3HaltConstraint","Enclave/sqlite3.o"
0,4,"sqlite3HashClear","Enclave/sqlite3.o"
0,8,"sqlite3HexToBlob","Enclave/sqlite3.o"
0,9,"sqlite3IdListAppend","Enclave/sqlite3.o"
0,8,"sqlite3IdListDelete.part.0","Enclave/sqlite3.o"
0,10,"sqlite3IdListDup","Enclave/sqlite3.o"
0,9,"sqlite3IdListIndex.part.0","Enclave/sqlite3.o"
0,16,"sqlite3IndexAffinityStr","Enclave/sqlite3.o"
0,13,"sqlite3IndexedByLookup","Enclave/sqlite3.o"
0,18,"sqlite3Init","Enclave/sqlite3.o"
0,30,"sqlite3InitCallback","Enclave/sqlite3.o"
0,53,"sqlite3InitOne","Enclave/sqlite3.o"
0,414,"sqlite3Insert","Enclave/sqlite3.o"
0,1,"sqlite3Insert.cold","Enclave/sqlite3.o"
0,1,"sqlite3InvalidFunction","Enclave/sqlite3.o"
0,7,"sqlite3InvokeBusyHandler","Enclave/sqlite3.o"
0,16,"sqlite3IsReadOnly","Enclave/sqlite3.o"
0,1,"sqlite3IsReadOnly.cold","Enclave/sqlite3.o"
0,16,"sqlite3IsRowid","Enclave/sqlite3.o"
0,19,"sqlite3JoinType","Enclave/sqlite3.o"
0,5,"sqlite3KeyInfoAlloc","Enclave/sqlite3.o"
0,15,"sqlite3KeyInfoOfIndex","Enclave/sqlite3.o"
0,1,"sqlite3KeyInfoUnref.part.0","Enclave/sqlite3.o"
0,50,"sqlite3LeaveMutexAndCloseZombie","Enclave/sqlite3.o"
0,9,"sqlite3LocateCollSeq","Enclave/sqlite3.o"
0,33,"sqlite3LocateTable","Enclave/sqlite3.o"
0,4,"sqlite3LocateTableItem","Enclave/sqlite3.o"
0,11,"sqlite3LockAndPrepare","Enclave/sqlite3.o"
0,14,"sqlite3LogEst","Enclave/sqlite3.o"
0,8,"sqlite3LogEstAdd","Enclave/sqlite3.o"
0,5,"sqlite3MPrintf","Enclave/sqlite3.o"
0,1,"sqlite3MallocSize","Enclave/sqlite3.o"
0,26,"sqlite3MatchSpanName","Enclave/sqlite3.o"
0,12,"sqlite3MaterializeView.isra.0","Enclave/sqlite3.o"
0,28,"sqlite3MemCompare","Enclave/sqlite3.o"
0,1,"sqlite3MemInit","Enclave/sqlite3.o"
0,4,"sqlite3MemRealloc","Enclave/sqlite3.o"
0,1,"sqlite3MemRoundup","Enclave/sqlite3.o"
0,1,"sqlite3MemShutdown","Enclave/sqlite3.o"
0,1,"sqlite3MemSize","Enclave/sqlite3.o"
0,3,"sqlite3NameFromToken","Enclave/sqlite3.o"
0,10,"sqlite3NestedParse","Enclave/sqlite3.o"
0,3,"sqlite3OomFault.part.0","Enclave/sqlite3.o"
0,10,"sqlite3OpenTable","Enclave/sqlite3.o"
0,1,"sqlite3OpenTable.cold","Enclave/sqlite3.o"
0,32,"sqlite3OpenTableAndIndices.part.0","Enclave/sqlite3.o"
0,11,"sqlite3OpenTempDatabase","Enclave/sqlite3.o"
0,3,"sqlite3OsCloseFree","Enclave/sqlite3.o"
0,7,"sqlite3OsCurrentTimeInt64","Enclave/sqlite3.o"
0,5,"sqlite3OsOpenMalloc","Enclave/sqlite3.o"
0,10,"sqlite3PExpr","Enclave/sqlite3.o"
0,6,"sqlite3PExprAddSelect","Enclave/sqlite3.o"
0,21,"sqlite3PagerClose","Enclave/sqlite3.o"
0,71,"sqlite3PagerCommitPhaseOne","Enclave/sqlite3.o"
0,3,"sqlite3PagerLookup.isra.0","Enclave/sqlite3.o"
0,13,"sqlite3PagerOpenWal","Enclave/sqlite3.o"
0,21,"sqlite3PagerRollback","Enclave/sqlite3.o"
0,77,"sqlite3PagerSavepoint.part.0","Enclave/sqlite3.o"
0,12,"sqlite3PagerSetFlags","Enclave/sqlite3.o"
0,31,"sqlite3PagerSetJournalMode","Enclave/sqlite3.o"
0,120,"sqlite3PagerSharedLock","Enclave/sqlite3.o"
0,6,"sqlite3PagerSync","Enclave/sqlite3.o"
0,7,"sqlite3PagerUnrefNotNull","Enclave/sqlite3.o"
0,9,"sqlite3PagerWrite","Enclave/sqlite3.o"
0,9,"sqlite3ParserReset","Enclave/sqlite3.o"
0,3,"sqlite3PcacheDrop","Enclave/sqlite3.o"
0,3,"sqlite3PcacheFetchFinish","Enclave/sqlite3.o"
0,6,"sqlite3PcacheMakeClean","Enclave/sqlite3.o"
0,5,"sqlite3PcacheMakeDirty","Enclave/sqlite3.o"
0,3,"sqlite3PcacheMove","Enclave/sqlite3.o"
0,7,"sqlite3PcacheRelease","Enclave/sqlite3.o"
0,603,"sqlite3Pragma","Enclave/sqlite3.o"
0,88,"sqlite3Prepare","Enclave/sqlite3.o"
0,38,"sqlite3Prepare16","Enclave/sqlite3.o"
0,5,"sqlite3PutVarint","Enclave/sqlite3.o"
0,4,"sqlite3ReadSchema","Enclave/sqlite3.o"
